Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDJ07,7.26,LF,0.014423523,Meat,118.015,OUT046,1997,Small,Tier 1,Supermarket Type1,1828.2369
FDE08,18.2,LF,0.049319685,Fruits and Vegetables,150.0734,OUT046,1997,Small,Tier 1,Supermarket Type1,2282.948
FDP56,,Low Fat,0.081387725,Fruits and Vegetables,49.6692,OUT019,1985,Small,Tier 1,Grocery Store,91.01419
FDT45,15.85,Low Fat,0.057429676,Snack Foods,53.2956,OUT045,2002,,Tier 2,Supermarket Type1,772.8208
FDF17,5.19,Low Fat,0.042794507,Frozen Foods,195.011,OUT018,2009,Medium,Tier 3,Supermarket Type2,2932.411
FDX44,9.3,Low Fat,0.042966544,Fruits and Vegetables,87.7172,OUT046,1997,Small,Tier 1,Supermarket Type1,1247.5165
FDM28,,Low Fat,0.044984953,Frozen Foods,179.86599999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,5027.25
FDI36,12.5,Regular,0.062440359,Baking Goods,197.9426,OUT049,1999,Medium,Tier 1,Supermarket Type1,2836.2285
FDS07,12.35,Low Fat,0.099960144,Fruits and Vegetables,115.2518,OUT045,2002,,Tier 2,Supermarket Type1,1785.6993
FDD36,13.3,Low Fat,0.021316704,Baking Goods,117.7124,OUT045,2002,,Tier 2,Supermarket Type1,1780.8607
FDW11,12.6,Low Fat,0.048782082000000004,Breads,60.5194,OUT046,1997,Small,Tier 1,Supermarket Type1,883.8948
FDN40,5.88,Low Fat,0.08659120599999999,Frozen Foods,154.4998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2032.9374
NCQ18,15.75,Low Fat,0.135282803,Household,97.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,1474.6993
NCQ54,17.7,Low Fat,0.01261332,Household,166.5474,OUT017,2007,,Tier 2,Supermarket Type1,3148.1484
NCS42,8.6,Low Fat,0.069557245,Household,91.5146,OUT045,2002,,Tier 2,Supermarket Type1,1336.4307
DRH39,20.7,Low Fat,0.1551444,Dairy,75.867,OUT010,1998,,Tier 3,Grocery Store,144.7182
FDC09,,Regular,0.026174636,Fruits and Vegetables,103.7332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2418.7185
FDT08,13.65,Low Fat,0.082381676,Fruits and Vegetables,150.805,OUT010,1998,,Tier 3,Grocery Store,305.89026
FDC08,19.0,Regular,0.0,Fruits and Vegetables,225.27200000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,3483.837
FDT20,10.5,Low Fat,0.041629595,Fruits and Vegetables,37.3164,OUT017,2007,,Tier 2,Supermarket Type1,520.06396
FDS35,9.3,Low Fat,0.111199491,Breads,64.0826,OUT035,2004,Small,Tier 2,Supermarket Type1,1089.256
FDX58,13.15,Low Fat,0.043941955,Snack Foods,182.295,OUT018,2009,Medium,Tier 3,Supermarket Type2,3114.0144
FDW58,20.75,Low Fat,0.0,Snack Foods,105.9622,OUT046,1997,Small,Tier 1,Supermarket Type1,1486.7312
DRD27,18.75,Low Fat,0.0,Dairy,99.3042,OUT046,1997,Small,Tier 1,Supermarket Type1,1502.5529
FDH32,,Low Fat,0.133171307,Fruits and Vegetables,97.641,OUT019,1985,Small,Tier 1,Grocery Store,218.32608
FDS26,20.35,Low Fat,0.089452302,Dairy,262.7594,OUT035,2004,Small,Tier 2,Supermarket Type1,4102.7383
FDQ31,5.785,Regular,0.053847215999999996,Fruits and Vegetables,86.8856,OUT046,1997,Small,Tier 1,Supermarket Type1,1325.609
FDP11,15.85,Low Fat,0.06938203400000001,Breads,219.6166,OUT018,2009,Medium,Tier 3,Supermarket Type2,2887.099
FDD58,7.76,Low Fat,0.059687962000000004,Snack Foods,99.47,OUT017,2007,,Tier 2,Supermarket Type1,1628.6497
FDM33,15.6,Low Fat,0.08789759,Snack Foods,218.3798,OUT045,2002,,Tier 2,Supermarket Type1,2819.3882
FDZ16,16.85,Regular,0.16010437800000002,Frozen Foods,195.7478,OUT049,1999,Medium,Tier 1,Supermarket Type1,3053.243
NCS29,9.0,LF,0.11640484300000001,Health and Hygiene,264.6884,OUT010,1998,,Tier 3,Grocery Store,490.16635
NCM18,,Low Fat,0.145045421,Household,60.0194,OUT019,1985,Small,Tier 1,Grocery Store,149.1459
FDP11,15.85,Low Fat,0.069207981,Breads,219.5166,OUT049,1999,Medium,Tier 1,Supermarket Type1,3167.8484
NCC42,15.0,Low Fat,0.04516242400000001,Health and Hygiene,141.3838,OUT017,2007,,Tier 2,Supermarket Type1,2030.6116
DRM23,16.6,Low Fat,0.13573321800000002,Hard Drinks,172.7422,OUT046,1997,Small,Tier 1,Supermarket Type1,2483.8784
NCN55,,Low Fat,0.059202419000000006,Others,239.3538,OUT027,1985,Medium,Tier 3,Supermarket Type3,5343.219
FDK46,9.6,Low Fat,0.051424565,Snack Foods,258.16200000000003,OUT013,1987,High,Tier 3,Supermarket Type1,4301.804
FDR01,5.405,Regular,0.053621283,Canned,198.7742,OUT046,1997,Small,Tier 1,Supermarket Type1,3025.4773
NCA05,20.75,Low Fat,0.025181597000000003,Health and Hygiene,150.2734,OUT045,2002,,Tier 2,Supermarket Type1,2036.2952
NCP43,17.75,Low Fat,0.03067961,Others,178.06599999999997,OUT017,2007,,Tier 2,Supermarket Type1,2725.7808
FDR12,12.6,Regular,0.052782710999999996,Baking Goods,170.3764,OUT010,1998,,Tier 3,Grocery Store,312.2832
FDQ01,19.7,Regular,0.16056791,Canned,256.4014,OUT013,1987,High,Tier 3,Supermarket Type1,3423.624
FDM13,6.425,Low Fat,0.06317532599999999,Breakfast,131.2626,OUT046,1997,Small,Tier 1,Supermarket Type1,1918.0127
FDQ19,7.35,Regular,0.014446383,Fruits and Vegetables,242.9512,OUT017,2007,,Tier 2,Supermarket Type1,3777.5508
FDK56,,Low Fat,0.227609738,Fruits and Vegetables,186.0898,OUT019,1985,Small,Tier 1,Grocery Store,372.12106
NCX06,17.6,LF,0.026256897,Household,182.6976,OUT010,1998,,Tier 3,Grocery Store,456.4946
FDO56,,Regular,0.044764726,Fruits and Vegetables,118.8808,OUT027,1985,Medium,Tier 3,Supermarket Type3,2674.525
FDU45,15.6,Regular,0.035578148999999996,Snack Foods,112.6518,OUT045,2002,,Tier 2,Supermarket Type1,1793.5342
FDI16,,Regular,0.23772572600000003,Frozen Foods,54.964,OUT019,1985,Small,Tier 1,Grocery Store,143.93892
FDL32,15.7,Regular,0.12246693300000001,Fruits and Vegetables,113.0544,OUT046,1997,Small,Tier 1,Supermarket Type1,2064.3284
FDA07,7.55,Regular,0.030944625,Fruits and Vegetables,123.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,1907.9176
FDA14,16.1,Low Fat,0.065315421,Dairy,147.17600000000002,OUT045,2002,,Tier 2,Supermarket Type1,2364.4607
FDV46,,Low Fat,0.012546822,Snack Foods,139.918,OUT027,1985,Medium,Tier 3,Supermarket Type3,3197.4636
NCO07,9.06,Low Fat,0.009774419,Others,212.856,OUT035,2004,Small,Tier 2,Supermarket Type1,3237.5251
NCP41,16.6,Low Fat,0.016210706000000002,Health and Hygiene,105.8596,OUT046,1997,Small,Tier 1,Supermarket Type1,1550.4446
FDY60,10.5,Regular,0.026478367000000003,Baking Goods,141.9128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1557.8114
FDN38,6.615,reg,0.092492086,Canned,251.0408,OUT017,2007,,Tier 2,Supermarket Type1,3647.073
FDO15,16.75,Regular,0.008566545,Meat,74.9038,OUT046,1997,Small,Tier 1,Supermarket Type1,1157.1895
FDT60,12.0,Low Fat,0.075485441,Baking Goods,122.3388,OUT013,1987,High,Tier 3,Supermarket Type1,1908.5555
FDA55,17.2,Regular,0.056978250999999994,Fruits and Vegetables,224.4088,OUT035,2004,Small,Tier 2,Supermarket Type1,4009.3804
FDE02,8.71,Low Fat,0.20294826800000001,Canned,94.7778,OUT010,1998,,Tier 3,Grocery Store,137.50703
DRJ39,20.25,Low Fat,0.036382541000000004,Dairy,221.0482,OUT049,1999,Medium,Tier 1,Supermarket Type1,3302.927
FDV34,10.695,Regular,0.011423298,Snack Foods,74.6038,OUT035,2004,Small,Tier 2,Supermarket Type1,1193.6698
FDS20,,LF,0.05360606,Fruits and Vegetables,184.3292,OUT027,1985,Medium,Tier 3,Supermarket Type3,5432.7446
FDF02,,Low Fat,0.10297209199999999,Canned,102.899,OUT027,1985,Medium,Tier 3,Supermarket Type3,2630.4944
FDW40,14.0,Regular,0.105740196,Frozen Foods,143.3812,OUT017,2007,,Tier 2,Supermarket Type1,2087.1812
NCB43,20.2,Low Fat,0.099912316,Household,186.8898,OUT046,1997,Small,Tier 1,Supermarket Type1,2938.4993
FDR58,6.675,Low Fat,0.042158587000000004,Snack Foods,90.8462,OUT017,2007,,Tier 2,Supermarket Type1,1351.3323
DRJ59,11.65,Low Fat,0.01936859,Hard Drinks,40.0164,OUT035,2004,Small,Tier 2,Supermarket Type1,669.6234
NCD30,19.7,Low Fat,0.027001132999999997,Household,98.9726,OUT017,2007,,Tier 2,Supermarket Type1,1563.0349
FDE14,13.65,Regular,0.031623019,Canned,97.87,OUT017,2007,,Tier 2,Supermarket Type1,1516.3214
FDC28,7.905,Low Fat,0.055210913,Frozen Foods,108.0254,OUT018,2009,Medium,Tier 3,Supermarket Type2,1322.5479
FDU16,19.25,Regular,0.058512492,Frozen Foods,84.2908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1136.0303
NCD19,8.93,Low Fat,0.013176896,Household,55.9614,OUT035,2004,Small,Tier 2,Supermarket Type1,822.1451
FDU21,11.8,Regular,0.076720455,Snack Foods,35.8558,OUT046,1997,Small,Tier 1,Supermarket Type1,595.9397
FDV59,,Low Fat,0.04779447,Breads,217.3166,OUT027,1985,Medium,Tier 3,Supermarket Type3,5139.218
FDU03,18.7,Regular,0.0,Meat,182.1292,OUT045,2002,,Tier 2,Supermarket Type1,3103.9585
FDC33,8.96,Regular,0.0,Fruits and Vegetables,198.5768,OUT010,1998,,Tier 3,Grocery Store,623.685
NCR42,9.105,Low Fat,0.038474607,Household,34.89,OUT035,2004,Small,Tier 2,Supermarket Type1,510.15115
DRH59,10.8,Low Fat,0.058422401,Hard Drinks,75.238,OUT035,2004,Small,Tier 2,Supermarket Type1,1203.0433
NCM31,6.095,low fat,0.0,Others,142.5154,OUT035,2004,Small,Tier 2,Supermarket Type1,2023.3336
FDS50,17.0,Low Fat,0.055422895,Dairy,222.3114,OUT035,2004,Small,Tier 2,Supermarket Type1,3804.9998
FDP39,12.65,Low Fat,0.06942496299999999,Meat,52.4324,OUT046,1997,Small,Tier 1,Supermarket Type1,755.0931
FDQ55,13.65,Regular,0.013027225,Fruits and Vegetables,116.7834,OUT013,1987,High,Tier 3,Supermarket Type1,1980.8085
FDV36,,Low Fat,0.046051414000000006,Baking Goods,124.602,OUT019,1985,Small,Tier 1,Grocery Store,288.01645
FDI05,,Regular,0.126255345,Frozen Foods,76.8354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2322.081
FDS45,,Regular,0.029353119,Snack Foods,107.2622,OUT027,1985,Medium,Tier 3,Supermarket Type3,2133.9258
FDA39,6.32,Low Fat,0.012743738000000001,Meat,38.6822,OUT045,2002,,Tier 2,Supermarket Type1,631.1472
FDC37,15.5,Low Fat,0.055023254,Baking Goods,108.2938,OUT010,1998,,Tier 3,Grocery Store,233.99995
FDJ60,,Regular,0.062225629000000005,Baking Goods,166.4184,OUT027,1985,Medium,Tier 3,Supermarket Type3,3996.4905
DRQ35,9.3,Low Fat,0.042291450999999994,Hard Drinks,122.7388,OUT046,1997,Small,Tier 1,Supermarket Type1,1812.6682
NCJ06,20.1,Low Fat,0.034652618999999996,Household,119.9782,OUT046,1997,Small,Tier 1,Supermarket Type1,1941.1561
NCY42,6.38,Low Fat,0.015224339,Household,144.64700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2298.3594
DRM37,15.35,Low Fat,0.0,Soft Drinks,196.3768,OUT049,1999,Medium,Tier 1,Supermarket Type1,3120.0078
FDR14,11.65,Low Fat,0.174402008,Dairy,51.9298,OUT045,2002,,Tier 2,Supermarket Type1,713.5457
FDE51,5.925,Regular,0.096617312,Dairy,44.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,649.3944
FDT33,7.81,Regular,0.034182922000000004,Snack Foods,166.6158,OUT017,2007,,Tier 2,Supermarket Type1,2742.6326
FDR08,18.7,Low Fat,0.037591645,Fruits and Vegetables,112.6886,OUT013,1987,High,Tier 3,Supermarket Type1,1826.7126
FDE36,5.26,Regular,0.06991841,Baking Goods,162.9868,OUT010,1998,,Tier 3,Grocery Store,413.67447
FDL22,,Low Fat,0.063714498,Snack Foods,90.2488,OUT019,1985,Small,Tier 1,Grocery Store,272.16977
FDR44,6.11,Regular,0.10283523800000001,Fruits and Vegetables,131.5968,OUT013,1987,High,Tier 3,Supermarket Type1,2045.2386
FDI56,,Low Fat,0.163505748,Fruits and Vegetables,89.5146,OUT019,1985,Small,Tier 1,Grocery Store,196.94684
FDE47,14.15,Low Fat,0.06345147400000001,Starchy Foods,126.5046,OUT010,1998,,Tier 3,Grocery Store,264.52765
FDV27,7.97,Regular,0.066935112,Meat,89.4514,OUT010,1998,,Tier 3,Grocery Store,196.99858
FDV10,7.645,Regular,0.066809761,Snack Foods,41.7112,OUT049,1999,Medium,Tier 1,Supermarket Type1,656.0871
FDC40,16.0,Regular,0.06519584,Dairy,78.3986,OUT045,2002,,Tier 2,Supermarket Type1,1258.9435
NCX41,19.0,Low Fat,0.017704532,Health and Hygiene,210.8244,OUT013,1987,High,Tier 3,Supermarket Type1,3123.6082
NCQ38,,Low Fat,0.013301702,Others,105.02799999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,2297.9937
FDV12,,Regular,0.06057989,Baking Goods,100.5384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2530.8005
FDE52,10.395,Regular,0.03005585,Dairy,88.1514,OUT017,2007,,Tier 2,Supermarket Type1,1256.377
FDG20,,Regular,0.12507926800000002,Fruits and Vegetables,176.9028,OUT027,1985,Medium,Tier 3,Supermarket Type3,4893.904
FDV16,,Regular,0.08252910299999999,Frozen Foods,34.1558,OUT027,1985,Medium,Tier 3,Supermarket Type3,856.2995
FDI32,17.7,Low Fat,0.175359775,Fruits and Vegetables,114.3834,OUT017,2007,,Tier 2,Supermarket Type1,1924.4722
FDJ32,10.695,Low Fat,0.0,Fruits and Vegetables,61.7536,OUT049,1999,Medium,Tier 1,Supermarket Type1,763.29395
FDN39,19.35,Regular,0.065787291,Meat,169.7816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2121.1726
FDY34,10.5,Regular,0.011043976,Snack Foods,167.2842,OUT017,2007,,Tier 2,Supermarket Type1,2839.2534
FDC14,14.5,Regular,0.041241272,Canned,41.2454,OUT035,2004,Small,Tier 2,Supermarket Type1,644.8901
FDA55,17.2,Regular,0.057311380999999995,Fruits and Vegetables,224.8088,OUT017,2007,,Tier 2,Supermarket Type1,3985.963
FDZ50,12.8,Regular,0.132357566,Dairy,181.9608,OUT010,1998,,Tier 3,Grocery Store,529.0297
DRG13,17.25,Low Fat,0.037243966,Soft Drinks,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,2364.2634
FDP01,20.75,Regular,0.06327325,Breakfast,153.1682,OUT013,1987,High,Tier 3,Supermarket Type1,2091.88
NCG54,12.1,Low Fat,0.080257683,Household,172.7106,OUT017,2007,,Tier 2,Supermarket Type1,2756.0334
FDM13,6.425,Low Fat,0.063303448,Breakfast,132.0626,OUT045,2002,,Tier 2,Supermarket Type1,1799.6144
NCO18,,Low Fat,0.024531894,Household,178.7686,OUT027,1985,Medium,Tier 3,Supermarket Type3,5072.22
NCW41,18.0,Low Fat,0.015437518,Health and Hygiene,156.4604,OUT013,1987,High,Tier 3,Supermarket Type1,2371.3523
FDM52,,Low Fat,0.025867549,Frozen Foods,148.1076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3365.0715
NCF55,6.675,Low Fat,0.021662237999999997,Household,34.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,570.77277
FDT09,15.15,Regular,0.0122633,Snack Foods,131.4284,OUT046,1997,Small,Tier 1,Supermarket Type1,2109.203
NCM19,12.65,Low Fat,0.047228313,Others,110.7202,OUT035,2004,Small,Tier 2,Supermarket Type1,1701.0631
FDW12,8.315,Regular,0.0,Baking Goods,146.9444,OUT018,2009,Medium,Tier 3,Supermarket Type2,1976.1859
FDP15,,Low Fat,0.146972598,Meat,256.33299999999997,OUT019,1985,Small,Tier 1,Grocery Store,571.0517
FDK36,7.09,Low Fat,0.007229947,Baking Goods,48.3034,OUT045,2002,,Tier 2,Supermarket Type1,778.9929
FDZ25,15.7,Regular,0.027611824,Canned,171.77900000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,3002.3413
NCW06,16.2,Low Fat,0.050418702,Household,193.4162,OUT049,1999,Medium,Tier 1,Supermarket Type1,3124.9573
FDW60,5.44,Regular,0.017061949,Baking Goods,178.437,OUT046,1997,Small,Tier 1,Supermarket Type1,2734.2793
DRC49,8.67,Low Fat,0.065382126,Soft Drinks,145.2128,OUT013,1987,High,Tier 3,Supermarket Type1,2274.9814
NCT17,10.8,Low Fat,0.041857932,Health and Hygiene,189.6214,OUT035,2004,Small,Tier 2,Supermarket Type1,3060.0603
NCN06,8.39,Low Fat,0.12098812099999999,Household,164.7868,OUT018,2009,Medium,Tier 3,Supermarket Type2,2190.0298
FDC45,17.0,Low Fat,0.135620265,Fruits and Vegetables,170.8106,OUT013,1987,High,Tier 3,Supermarket Type1,2715.0642
DRJ47,,Low Fat,0.07747657,Hard Drinks,171.408,OUT019,1985,Small,Tier 1,Grocery Store,420.69778
NCF06,6.235,Low Fat,0.020239317,Household,258.5962,OUT045,2002,,Tier 2,Supermarket Type1,3763.0325
FDE21,12.8,Low Fat,0.038404703,Fruits and Vegetables,117.1492,OUT010,1998,,Tier 3,Grocery Store,258.7783
DRG27,8.895,Low Fat,0.105023222,Dairy,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,723.2665
FDW40,14.0,Regular,0.105308924,Frozen Foods,141.6812,OUT049,1999,Medium,Tier 1,Supermarket Type1,2094.5269
NCO53,16.2,Low Fat,0.175184487,Health and Hygiene,184.9608,OUT046,1997,Small,Tier 1,Supermarket Type1,2666.1475
FDE23,17.6,Regular,0.053263687000000004,Starchy Foods,44.606,OUT049,1999,Medium,Tier 1,Supermarket Type1,634.3504
FDQ16,19.7,Low Fat,0.041738399,Frozen Foods,108.6912,OUT046,1997,Small,Tier 1,Supermarket Type1,1654.7683
FDS26,20.35,Low Fat,0.08965066599999999,Dairy,259.8594,OUT045,2002,,Tier 2,Supermarket Type1,3676.2246
FDZ13,7.84,Regular,0.256919126,Canned,48.035,OUT010,1998,,Tier 3,Grocery Store,85.96131
FDS14,7.285,Low Fat,0.050041563,Dairy,156.3288,OUT049,1999,Medium,Tier 1,Supermarket Type1,2110.1616
FDC10,9.8,Regular,0.073025471,Snack Foods,119.0098,OUT045,2002,,Tier 2,Supermarket Type1,1699.2246
FDY16,18.35,Regular,0.0,Frozen Foods,185.0266,OUT049,1999,Medium,Tier 1,Supermarket Type1,3108.5525
FDJ20,20.7,Regular,0.100155997,Fruits and Vegetables,125.7388,OUT035,2004,Small,Tier 2,Supermarket Type1,1766.6685
FDV43,16.0,Low Fat,0.076841095,Fruits and Vegetables,42.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,645.48865
FDZ32,,Regular,0.037948091,Fruits and Vegetables,105.9964,OUT027,1985,Medium,Tier 3,Supermarket Type3,2247.4875
FDR23,15.85,Low Fat,0.081787519,Breads,174.937,OUT046,1997,Small,Tier 1,Supermarket Type1,2524.0515
FDN24,14.1,Low Fat,0.113246012,Baking Goods,52.7956,OUT035,2004,Small,Tier 2,Supermarket Type1,818.38104
FDE34,,Low Fat,0.107368929,Snack Foods,183.0634,OUT027,1985,Medium,Tier 3,Supermarket Type3,5190.0864
FDU31,10.5,Regular,0.024970258999999998,Fruits and Vegetables,218.1508,OUT013,1987,High,Tier 3,Supermarket Type1,3012.7285
FDW33,9.395,Low Fat,0.099524363,Snack Foods,107.32799999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,1294.9436
FDU26,16.7,Regular,0.042618956,Dairy,117.3782,OUT046,1997,Small,Tier 1,Supermarket Type1,1796.1753
FDE20,,Regular,0.005503734000000001,Fruits and Vegetables,169.77900000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,3958.7576
NCW05,20.25,Low Fat,0.148044603,Health and Hygiene,105.9938,OUT035,2004,Small,Tier 2,Supermarket Type1,1656.0453
FDB22,8.02,Low Fat,0.0,Snack Foods,151.7998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2056.8962
FDO56,10.195,Regular,0.04498255599999999,Fruits and Vegetables,116.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,1771.4442
FDA19,,Low Fat,0.054860542000000005,Fruits and Vegetables,129.7994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3640.3132
DRI39,13.8,Low Fat,0.09725893699999999,Dairy,55.993,OUT045,2002,,Tier 2,Supermarket Type1,921.3608
FDH52,9.42,Regular,0.044081944000000005,Frozen Foods,60.1194,OUT018,2009,Medium,Tier 3,Supermarket Type2,737.9782
FDZ50,12.8,Regular,0.079061378,Dairy,182.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,3273.093
NCN42,20.25,Low Fat,0.014219927,Household,147.4418,OUT035,2004,Small,Tier 2,Supermarket Type1,2523.5996
FDB53,13.35,Low Fat,0.139336364,Frozen Foods,148.5392,OUT013,1987,High,Tier 3,Supermarket Type1,2457.7935
DRG11,6.385,Low Fat,0.084312514,Hard Drinks,109.1596,OUT017,2007,,Tier 2,Supermarket Type1,1635.7292
DRK11,,low fat,0.010712295,Hard Drinks,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,2827.273
FDQ60,6.195,Regular,0.109993108,Baking Goods,122.3098,OUT017,2007,,Tier 2,Supermarket Type1,1920.7693
FDT36,12.3,Low Fat,0.111904005,Baking Goods,33.9874,OUT017,2007,,Tier 2,Supermarket Type1,498.35953
DRG25,10.5,Low Fat,0.019127291,Soft Drinks,185.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,2759.8684
DRJ23,18.35,Low Fat,0.041668881,Hard Drinks,190.4872,OUT046,1997,Small,Tier 1,Supermarket Type1,2713.229
FDG05,11.0,Regular,0.08783053,Frozen Foods,158.263,OUT035,2004,Small,Tier 2,Supermarket Type1,2494.672
NCK06,5.03,Low Fat,0.008681751,Household,121.1756,OUT018,2009,Medium,Tier 3,Supermarket Type2,1905.579
FDU52,7.56,Low Fat,0.064131575,Frozen Foods,154.563,OUT017,2007,,Tier 2,Supermarket Type1,2173.7498
FDW07,18.0,Regular,0.1432701,Fruits and Vegetables,88.0514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1111.2028
NCM17,7.93,Low Fat,0.071280135,Health and Hygiene,44.8086,OUT045,2002,,Tier 2,Supermarket Type1,710.81665
FDA22,7.435,Low Fat,0.084623634,Starchy Foods,168.6158,OUT045,2002,,Tier 2,Supermarket Type1,2676.6013
NCA41,16.75,Low Fat,0.032719454,Health and Hygiene,194.2162,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.3228
FDF38,11.8,Regular,0.026353021,Canned,41.6138,OUT035,2004,Small,Tier 2,Supermarket Type1,635.88477
FDH52,9.42,Regular,0.043903102,Frozen Foods,62.1194,OUT046,1997,Small,Tier 1,Supermarket Type1,861.1562
FDY58,,low fat,0.069892283,Snack Foods,226.3694,OUT019,1985,Small,Tier 1,Grocery Store,674.68335
FDZ16,16.85,Regular,0.160180036,Frozen Foods,195.5478,OUT045,2002,,Tier 2,Supermarket Type1,2984.082
NCM18,13.0,Low Fat,0.083310458,Household,61.7194,OUT017,2007,,Tier 2,Supermarket Type1,1088.156
FDA22,7.435,Low Fat,0.084796386,Starchy Foods,166.7158,OUT018,2009,Medium,Tier 3,Supermarket Type2,2279.3184
NCJ43,6.635,Low Fat,0.027064282999999998,Household,176.3396,OUT035,2004,Small,Tier 2,Supermarket Type1,2569.8066
FDI34,,Regular,0.08472367800000001,Snack Foods,230.6668,OUT027,1985,Medium,Tier 3,Supermarket Type3,6506.264
FDG56,13.3,Regular,0.071452562,Fruits and Vegetables,61.0536,OUT046,1997,Small,Tier 1,Supermarket Type1,1047.8584
FDS34,19.35,Regular,0.076759076,Snack Foods,115.6518,OUT046,1997,Small,Tier 1,Supermarket Type1,1803.1377
DRC01,5.92,Regular,0.019196373,Soft Drinks,50.3692,OUT035,2004,Small,Tier 2,Supermarket Type1,685.46295
FDQ04,6.4,Low Fat,0.08473758,Frozen Foods,39.3796,OUT035,2004,Small,Tier 2,Supermarket Type1,644.69226
FDK04,7.36,Low Fat,0.052302142999999995,Frozen Foods,57.9588,OUT035,2004,Small,Tier 2,Supermarket Type1,728.0713
FDT51,11.65,Regular,0.010935766000000001,Meat,110.0544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1652.3749
FDV26,20.25,Regular,0.076591246,Dairy,196.3794,OUT017,2007,,Tier 2,Supermarket Type1,2936.2122
FDS04,10.195,reg,0.14689096,Frozen Foods,141.2838,OUT049,1999,Medium,Tier 1,Supermarket Type1,2149.4023
FDW43,20.1,Regular,0.022516587,Fruits and Vegetables,228.2036,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.3452
FDQ28,14.0,Regular,0.101142513,Frozen Foods,154.0656,OUT010,1998,,Tier 3,Grocery Store,255.79019
NCK06,5.03,Low Fat,0.008695437,Household,121.1756,OUT017,2007,,Tier 2,Supermarket Type1,2101.0457
FDS23,4.635,Low Fat,0.14146303400000002,Breads,130.0994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2125.0269
FDZ36,,Regular,0.115178912,Baking Goods,187.824,OUT019,1985,Small,Tier 1,Grocery Store,558.7326
